,Search Names,Search Name,# debtholders,Original Names,count,6p_Total,6p_def_Total,3p_Total,Location,Family Size,Slavecount,Match Status,Match Reason,notes,url
300,['Hy Benson'],Hy Benson,1,['Hy Benson'],1,0.0,0.0,109.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hy_Benson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
108,['Catherine Mathewman'],Catherine Mathewman,1,['Catherine Mathewman'],1,0.0,0.0,108.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Mathewman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
470,['John Iiswell'],John Iiswell,1,['John Liswell'],1,0.0,0.0,108.0,"Watervliet, Albany, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Liswell&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
192,['Elias Cowles'],Elias Cowles,1,['Elias Cowles'],1,0.0,0.0,108.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias_Cowles&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
264,['Gideon Young'],Gideon Young,1,['Gideon Young and Sons'],1,0.0,0.0,108.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gideon_Young&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
209,['Enoch Vreeland'],Enoch Vreeland,1,['Enoch Vreeland'],1,0.0,0.0,105.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Enoch_Vreeland&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
95,['Caleb Camp'],Caleb Camp,1,['Caleb Camp'],1,0.0,0.0,105.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Caleb_Camp&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
164,['David Lydig'],David Lydig,1,['David Lydig'],1,0.0,0.0,102.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Lydig&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
385,['James Requa'],James Requa,1,['James Requa'],1,0.0,0.0,102.0, Westchester,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Requa&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
340,['Jacob Vander Heyden'],Jacob Vander Heyden,1,['Jacob Vanderheyden'],1,0.0,0.0,101.0,"Albany Ward 3, Albany, New York",10.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Vanderheyden&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
487,['John M Hesson'],John M Hesson,1,['John M Hesson'],1,0.0,0.0,101.0, Albany,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John M_Hesson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
870,['William Twin'],William Twin,1,['William Irving'],1,0.0,0.0,99.0,"Newburgh, Ulster, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Irving&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
398,['Jeremiah Ballard'],Jeremiah Ballard,1,['Jeremiah Ballard'],1,0.0,0.0,99.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Ballard&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
625,['Moses Estey'],Moses Estey,1,['Moses Estey'],1,0.0,0.0,99.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Moses_Estey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
522,['John Targi'],John Targi,1,['John Targe'],1,0.0,0.0,98.0,"New York City East Ward, New York, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Targe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
259,['Gerard Walton'],Gerard Walton,1,['Gerrard Walton'],1,0.0,0.0,96.0,"New York City Montgomery Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerrard_Walton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
208,['Enoch Parsons'],Enoch Parsons,1,['Enoch Parsons'],1,0.0,0.0,95.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Enoch_Parsons&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
756,"['Simon Van Antioch', 'Simon Van Antwerp']",Simon Van Antwerp,2,"['Simon Van Antioch', 'Simon Van Antwerp']",1,166.0,83.0,94.0,,,,No Match,Too Many Potential Matches Found (3),See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon Van_Antwerp&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
609,['Mary Ten Brook'],Mary Ten Brook,1,['Mary Ten Brook'],1,0.0,0.0,91.0,,,,No Match,Too Many Potential Matches Found (6),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary Ten_Brook&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
416,['John Bard'],John Bard,1,['John Bard'],1,0.0,0.0,91.0,"New York City Montgomery Ward, New York, New York",12.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Bard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
6,['Abigail Vergereau'],Abigail Vergereau,1,['Abigail Vergereau'],1,0.0,0.0,91.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abigail_Vergereau&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
435,['John Conklin'],John Conklin,1,['John Conklin'],1,0.0,0.0,91.0,,,,No Match,Too Many Potential Matches Found (14),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Conklin&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
308,['Isaac Nicoll'],Isaac Nicoll,1,['Isaac Nicoll'],1,0.0,0.0,90.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Nicoll&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
504,['John Pules'],John Pules,1,['John Pules'],1,0.0,0.0,90.0,,,,No Match,Too Many Potential Matches Found (5),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Pules&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
244,['George Joshua Dickinson'],George Joshua Dickinson,1,['George Joshua Dickinson and Co'],1,0.0,0.0,89.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George Joshua_Dickinson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
503,['John Pintard'],John Pintard,1,['Pintard and Bleecker'],2,0.0,0.0,89.0,"New York City East Ward, New York, New York",9.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Pintard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
226,['Fredrick Fisher'],Fredrick Fisher,1,['Fredrick Fisher'],1,0.0,0.0,89.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Fredrick_Fisher&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
331,['Jacob H Butman'],Jacob H Butman,1,['Jacob H Butman'],1,0.0,0.0,89.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob H_Butman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
774,['Tharck Schoonmaker'],Tharck Schoonmaker,1,['Tharck Schoonmaker'],1,0.0,0.0,88.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Tharck_Schoonmaker&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
142,['D J H Livingston'],D J H Livingston,1,['D J H Livingston'],1,0.0,0.0,87.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=D J H_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
766,['Stephen Paterson'],Stephen Paterson,1,['Stephen Patterson'],1,0.0,0.0,87.0,"New York City Dock Ward, New York, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Patterson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
672,['Peter Wilson'],Peter Wilson,1,['Peter Wilson'],1,0.0,0.0,86.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Wilson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
856,['William Martine'],William Martine,1,['William Martine'],1,0.0,0.0,85.0,"Stephen, Westchester, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Martine&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
14,['Abraham Cothout'],Abraham Cothout,1,['Abraham Cothout'],1,0.0,0.0,85.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Cothout&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
831,['Walter W Heyer'],Walter W Heyer,1,['Walter W Heyer and Co'],2,137.0,123.0,81.0, New York,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter W_Heyer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
521,['John T Duryee'],John T Duryee,1,['John T Duryee'],1,0.0,0.0,80.0,,,,No Match,Too Many Potential Matches Found (8),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John T_Duryee&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
498,['John Oudthout'],John Oudthout,1,['John Oathout'],1,0.0,0.0,78.0,"New York City Dock Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Oathout&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
168,['David Pye'],David Pye,1,['David Pye'],1,0.0,0.0,77.0,"Haverstraw, Orange, New York",14.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Pye&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
691,['Richard Harrison'],Richard Harrison,1,['Richard Harrison'],1,0.0,0.0,76.0,"New York City West Ward, New York, New York",15.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Harrison&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
253,['George Stanley'],George Stanley,1,['George Stanley'],1,95.0,98.0,75.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Stanley&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
5,['Abigail Sizer'],Abigail Sizer,1,['Abigail Sizer'],2,0.0,0.0,75.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abigail_Sizer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
179,['Ebenezer Dimon'],Ebenezer Dimon,1,['Ebenezer Dimon'],1,0.0,0.0,74.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ebenezer_Dimon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
806,['Thomas Saunders'],Thomas Saunders,1,['Thomas Saunders'],1,0.0,0.0,73.0,"New York City East Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Saunders&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
46,['Andrew Hamersley'],Andrew Hamersley,1,['Andrew Hamersley'],1,0.0,0.0,71.0,"New York City East Ward, New York, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Andrew_Hamersley&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
817,['Timothy Titus'],Timothy Titus,1,['Timothy Titus'],1,0.0,0.0,71.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Timothy_Titus&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
509,['John Richard'],John Richard,1,['John Richard'],1,0.0,0.0,71.0, Columbia,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Richard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
309,['Isaac Plum'],Isaac Plum,1,['Isaac Plum'],1,0.0,0.0,70.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Plum&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
159,['David Hayes'],David Hayes,1,['David Hayes'],1,0.0,0.0,69.0,"Bedford, Westchester, New York",10.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Hayes&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
278,['Hendrick Schoonmaker'],Hendrick Schoonmaker,1,['Hendrick Schoonmaker'],1,0.0,0.0,68.0,"Kingston, Ulster, New York",9.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hendrick_Schoonmaker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
350,['James Boyd'],James Boyd,1,['James Boyd'],2,0.0,0.0,68.0,,,,No Match,Too Many Potential Matches Found (7),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Boyd&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
37,['Alexander Stewart'],Alexander Stewart,1,['Alexander Stewart'],1,0.0,0.0,66.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Stewart&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
290,['Henry Van Pelt'],Henry Van Pelt,1,['Henry Van Pelt'],1,0.0,0.0,66.0,"New York City Montgomery Ward, New York, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry Van_Pelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
601,['Mary Barnet'],Mary Barnet,1,['Mary Barnet'],1,0.0,0.0,64.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Barnet&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
671,['Peter Van den Berck'],Peter Van den Berck,1,['Peter Van den Berck'],1,0.0,0.0,63.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter Van den_Berck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
670,['Peter Van Steenbergh'],Peter Van Steenbergh,1,['Peter Van Steenbergh'],1,0.0,0.0,63.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter Van_Steenbergh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
826,['W and J Heyer'],W and J Heyer,1,['W and J Heyer'],1,0.0,0.0,62.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=W and J_Heyer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
242,['George Ingler'],George Ingler,1,['George Ingles'],1,0.0,0.0,61.0,"Newburgh, Ulster, New York",3.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Ingles&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
72,['Barnet Mooney'],Barnet Mooney,1,['Barnet Mooney'],1,0.0,0.0,60.0,"New York City West Ward, New York, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Barnet_Mooney&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
567,['Joshua Paine'],Joshua Paine,1,['Joshua Paine'],1,0.0,0.0,58.0,"Whites, Montgomery, New York",2.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joshua_Paine&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
409,['Johannis Smith'],Johannis Smith,1,['Johannis Smith'],1,0.0,0.0,56.0,,,,No Match,Too Many Potential Matches Found (4),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Johannis_Smith&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
236,['George Briggs'],George Briggs,1,['George Briggs'],1,0.0,0.0,55.0,,,,No Match,Too Many Potential Matches Found (4),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Briggs&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
556,['Joseph Cahoon'],Joseph Cahoon,1,['Joseph Cahoon'],1,0.0,0.0,53.0,"Haverstraw, Orange, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Cahoon&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
537,['John Younglove'],John Younglove,1,['John Younglove'],1,75.0,87.0,51.0,"Cambridge, Albany, New York",12.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Younglove&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
170,['David Waterberry'],David Waterberry,1,['David Waterbury'],1,0.0,0.0,47.0,"Stephen Town, Albany, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Waterbury&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
837,['William Arthur'],William Arthur,1,['William Arthur'],1,0.0,0.0,47.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Arthur&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
276,['Hekekiah B Pierpont'],Hekekiah B Pierpont,1,['Hekekiah B Pierpont'],1,0.0,0.0,46.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hekekiah B_Pierpont&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
549,['Jonathan Pearsee'],Jonathan Pearsee,1,['Jonathan Pearsee'],1,0.0,0.0,45.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Pearsee&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
77,['Benjamin Isaacs'],Benjamin Isaacs,1,['Benjamin Isaacs'],1,0.0,0.0,44.0,"Fredericksontown, Dutchess, New York",2.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Isaacs&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
742,['Samuel W Green'],Samuel W Green,1,['Samuel W Green'],1,0.0,0.0,44.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel W_Green&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
217,['Francis Bassett'],Francis Bassett,1,['Francis Bassett'],1,0.0,0.0,43.0,"New York City East Ward, New York, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Bassett&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
176,['E Hart'],E Hart,1,['E Hart'],1,0.0,0.0,42.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=E_Hart&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
220,['Francis Maines'],Francis Maines,1,['Francis Mains'],1,0.0,0.0,42.0,"New Windsor, Ulster, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Mains&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
