,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url
875,1883,['Oliver Glean'],['Oliver Glean'],1,Match,Full Match,"New York City North Ward, New York, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Oliver_Glean&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
876,1886,['Isaac Plum'],['Isaac Plum'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Plum&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
877,1887,['Abraham Cothout'],['Abraham Cothout'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Cothout&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
878,1889,['Christina Higgins'],['Christina Higgins'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christina_Higgins&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
879,1890,['J A Butini and Co'],['J A Butini'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=J A_Butini&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
880,1892,['John Richard'],['John Richard'],1,Match,Only Location Found, Columbia,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Richard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
881,1893,['J Waldo and Co'],['J Waldo'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=J_Waldo&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
882,1894,['Hekekiah B Pierpont'],['Hekekiah B Pierpont'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hekekiah B_Pierpont&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
883,1898,['Franklin Robins and Co'],['Franklin Robins'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Franklin_Robins&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
884,1900,['Thomas Palmer'],['Thomas Palmer'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Palmer&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
885,1901,['Jn H Cazenover and Co'],['Jn H Cazenover'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jn H_Cazenover&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
886,1902,['Amshong and Barnwall'],['William Armstrong'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Armstrong&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
887,1905,['Bleeker and March'],['Leonard Bleecker'],1,Match,Full Match,"New York City Dock Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Leonard_Bleecker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
888,1905,['Bleeker and March'],['Samuel Marsh'],1,Match,Full Match,"Whites, Montgomery, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_March&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
889,1910,['Laurent Deonna'],['Laurent Deonna'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Laurent_Deonna&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
890,1912,['Thomas Chapman'],['Thomas Chapman'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Chapman&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
891,1918,['Fredrick Fisher'],['Fredrick Fisher'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Fredrick_Fisher&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
892,1927,['Jonathan Davenport'],['Jonathan Davenport'],1,Match,Full Match,"Hillsdale, Columbia, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
893,1934,['Alexander Henderson'],['Alexander Henderson'],1,Match,Full Match,"Westfield, Washington, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Henderson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
894,1941,['Daniel Ludlow and Co'],['Daniel Ludlow'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Ludlow&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
895,1943,['Jeremiah Frazier'],['Jeremiah Frazier'],1,Match,Full Match,"Crown Point, Clinton, New York",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Frazier&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
896,1944,['Ephram Hart'],['Ephraim Hart'],1,Match,Full Match,"New York City South Ward, New York, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ephram_Hart&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
897,1946,['Desdeily and Co'],['Desdeily'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=_Desdeily&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
898,1949,['Rodolph F Grand'],['Rodolph F Grand'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rodolph F_Grand&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
899,1950,['Nicholas Olive'],['Nicholas Olive'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Olive&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
900,1951,['Robert R Waddell'],['Robert R Waddell'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert R_Waddell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
901,1953,['John Crawford'],['John Crawford'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Crawford&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
902,1957,['Elisha Leeds'],['Elisha Leeds'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elisha_Leeds&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
903,1964,['Abraham Fowler'],['Abraham Fowler'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Fowler&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
904,1970,['M M Benturnsburn'],['M M Benturnsburn'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=M M_Benturnsburn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
905,1971,['Mare R Sahuguet'],['Mare R Sahuguet'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mare R_Sahuguet&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
906,1981,['Arch Gracie'],['Arch Gracie'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Arch_Gracie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
907,1983,['Cooke and Cushing'],['Cooke and Cushing'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cooke and_Cushing&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
908,1985,['Abraham Lyon'],['Abraham Van Loon'],1,Match,Full Match,"Woodstock, Ulster, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Lyon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
909,1989,['Lynde Catline'],['Lynde Catline'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lynde_Catline&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
910,1994,['Benjamin Tallmadge'],['Benjamin Tallmadge'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Tallmadge&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
911,1997,['Thomas Saunders'],['Thomas Saunders'],1,Match,Full Match,"New York City East Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Saunders&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
912,2000,['Isaac Richards'],['Isaac Richards'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Richards&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
913,2001,['John Targe'],['John Targi'],1,Match,Full Match,"New York City East Ward, New York, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Targe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
914,2002,['Leffingwell Pierpont'],['Leffingwell Pierpont'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Leffingwell_Pierpont&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
915,2009,['Abraham Brower'],['Abraham Brower'],1,Match,Only Location Found, New York,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Brower&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
916,2011,['John Pules'],['John Pules'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Pules&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
917,2013,['Stephen Hopkins and Co'],['Stephen Hopkins'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Hopkins&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
918,2014,['Seth Warner'],['Seth Warner'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Warner&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
919,2015,['Samuel Beach'],['Samuel Beach'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Beach&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
920,2016,['Daniel and E Marsh'],['E Marsh'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=E_Marsh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
921,2016,['Daniel and E Marsh'],['Daniel Marsh'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Marsh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
922,2020,['Ashbel Stoddard'],['Ashbell Stodder'],1,Match,Full Match,"Hudson, Columbia, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ashbel_Stoddard&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
923,2021,['David Peyerimhoff'],['David Peyerimhoff'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Peyerimhoff&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
924,2022,['William Pickin'],['William Pickin'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Pickin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
925,2027,['John Warford'],['John Wasford'],1,Match,Full Match,"Salem, Washington, New York",14,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Warford&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
926,2028,['Michael and Abraham Van Peene'],['Abraham Paine'],1,Match,Full Match,"Amenia, Dutchess, New York",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham Van_Peene&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
927,2028,['Michael and Abraham Van Peene'],['Michael Van Peene'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael Van_Peene&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
928,2029,['John Constable'],['John Constable'],1,Match,Only Location Found, Ulster,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Constable&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
929,2030,['John Goodwin'],['John Goodwin'],1,Match,Only Location Found, New York,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Goodwin&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
930,2034,['Samuel Hoare'],['Samuel Hoare'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Hoare&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
931,2035,['John H Thompson'],['John H'],1,Match,Full Match,"New York City East Ward, New York, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John H_Thompson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
932,2036,['Gertrud A V Burch'],['Bernard V'],1,Match,Full Match,"Livingston, Columbia, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gertrud A V_Burch&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
933,2038,['Abijah Abbot'],['Abijah Abbot'],1,Match,Full Match,"New York City North Ward, New York, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abijah_Abbot&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
934,2039,['Jacob House'],['Jacob House'],1,Match,Full Match,"Rensselaerwick, Albany, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_House&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
935,2040,['Christian House'],['Christian House'],1,Match,Full Match,"Palatine, Montgomery, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christian_House&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
936,2041,['Garret Marselus'],['Garrit Merseilus'],1,Match,Full Match,"Watervliet, Albany, New York",1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Garret_Marselus&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
937,2042,['Henry Cheriot'],['Henry Cheriot'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Cheriot&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
938,2043,['Archibald Gracie'],['Archibald Gracie'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Archibald_Gracie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
939,2044,['David Kelly'],['David Kelly'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Kelly&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
940,2047,['Sally Crane'],['Sally Crane'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sally_Crane&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
941,2055,['Thomas Pearsall'],['Thomas Pearsall'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Pearsall&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
942,2056,['Elias Cowles'],['Elias Cowles'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias_Cowles&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
943,2064,['Flores Bancker'],['Flores Banker'],1,Match,Full Match,"Rensselaerwick, Albany, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Flores_Bancker&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
944,2065,['James Phillipps'],['James Phillipps'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Phillipps&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
945,2066,['F Hickman'],['F Hickman'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=F_Hickman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
946,2067,['John Conklin'],['John Conklin'],1,No Match,Too Many Potential Matches Found 14,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Conklin&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
947,2068,['Samuel Baldwin'],['Samuel Baldwin'],1,Match,Full Match,"Balls Town, Albany, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Baldwin&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
948,2072,['John and Alexander Mowatt'],['Alexander Mowatt'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
949,2072,['John and Alexander Mowatt'],['John Mowatt'],1,No Match,Too Many Potential Matches Found 10,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
950,2073,['Charles and Vanderborcht and DeWolf'],['Charles John Michael De Wolf'],1,No Match,Too Many Potential Matches Found 7,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles John Michael De_Wolf&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
